Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
282110,Asosan,17198,Confirmed Eruption,Naka-dake,3,?,,864,,11,,9,,Observations: Reported,,,,,,,,32.884,131.104
283030,Fujisan,17436,Confirmed Eruption,"NW flank (Nagao-yama, Kudari-yama)",3,,,864,,6,?,12,,Observations: Reported,,866,,2,,1,30,35.361,138.728
282090,Kirishimayama,17104,Confirmed Eruption,,2,?,,858,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
282090,Kirishimayama,17103,Confirmed Eruption,,2,?,,857,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
284020,Niijima,18248,Confirmed Eruption,Achi-yama,2,,?,856,,0,,0,,Observations: Reported,?,857,,0,,0,,34.397,139.27
284010,Izu-Oshima,18173,Confirmed Eruption,,4,,?,854,,9,?,14,,Observations: Reported,?,856,,0,,0,,34.724,139.394
284040,Miyakejima,18256,Confirmed Eruption,Oyama and East flank (Mi-ike maar),4,,?,850,,0,,0,,Observations: Reported,,,,,,,,34.094,139.526
284050,Hachijojima,18296,Confirmed Eruption,Nishi-yama summit and SE flank,,,,850,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,33.137,139.766
285090,Shiretoko-Iozan,18726,Confirmed Eruption,,,,,850,500,0,,0,,Correlation: Tephrochronology,,,,,,,,44.133,145.161
282090,Kirishimayama,17102,Confirmed Eruption,,2,?,,843,,0,,0,,Observations: Reported,,848,,0,,0,,31.934,130.862
284030,Kozushima,17576,Confirmed Eruption,Tenjo-san,4,,,838,,8,?,2,,Observations: Reported,,,,,,,,34.219,139.153
284010,Izu-Oshima,18172,Confirmed Eruption,"Summit, SE flank",3,,?,838,,8,?,0,,Observations: Reported,,,,,,,,34.724,139.394
283200,Naruko,17994,Confirmed Eruption,,1,,,837,,5,,27,,Observations: Reported,,,,,,,,38.729,140.734
282090,Kirishimayama,17101,Confirmed Eruption,Ohachi,3,,,837,,0,,0,,Observations: Reported,?,839,,0,,0,,31.934,130.862
284040,Miyakejima,18255,Confirmed Eruption,,3,,,832,,6,,23,,Observations: Reported,,,,,,,,34.094,139.526
283220,Chokaisan,18013,Confirmed Eruption,,,,,830,,1,,0,,Observations: Reported,,,,,,,,39.099,140.049
283030,Fujisan,17435,Confirmed Eruption,NW flank (Koriana),2,,,830,,0,,0,,Observations: Reported,,,,,,,,35.361,138.728
282060,Kikai,16989,Confirmed Eruption,Iwo-dake,,,,830,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,30.793,130.305
283030,Fujisan,17434,Confirmed Eruption,,2,?,,826,,12,,31,30,Observations: Reported,,,,,,,,35.361,138.728
284010,Izu-Oshima,18171,Confirmed Eruption,,3,,?,822,,0,,0,,Sidereal: Varve Count,,,,,,,,34.724,139.394
283220,Chokaisan,18012,Confirmed Eruption,,,,,817,7,0,,0,,Observations: Reported,,,,,,,,39.099,140.049
283090,Niigata-Yakeyama,17535,Confirmed Eruption,,,,?,813,,0,,0,,Observations: Reported,,,,,,,,36.921,138.036
283230,Akita-Komagatake,18048,Confirmed Eruption,,3,,?,807,,0,,0,,Observations: Reported,,,,,,,,39.761,140.799
283160,Bandaisan,17894,Confirmed Eruption,O-Bandai,3,,,806,,0,,0,,Observations: Reported,,,,,,,,37.601,140.072
283030,Fujisan,17433,Confirmed Eruption,"Summit, NE and NW flanks (Tenjin-yama)",4,,,800,,4,,11,,Observations: Reported,,802,,2,>,6,,35.361,138.728
283140,Nikko-Shiranesan,17856,Confirmed Eruption,,,,?,800,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.799,139.376
282090,Kirishimayama,17100,Confirmed Eruption,Ohachi (Katazoe Scoria),4,,,788,,4,,18,,Observations: Reported,,,,,,,,31.934,130.862
283030,Fujisan,17432,Confirmed Eruption,,3,,,781,,7,,0,,Observations: Reported,,781,,7,,0,,35.361,138.728
282080,Aira,17049,Confirmed Eruption,,0,?,,778,,0,,0,,Observations: Reported,,,,,,,,31.593,130.657
282130,Yufu-Tsurumi,17367,Confirmed Eruption,,0,,,771,,0,,0,,Observations: Reported,,,,,,,,33.282,131.39
282070,Ata,17025,Confirmed Eruption,Kaimon,4,,?,770,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
282080,Aira,17048,Confirmed Eruption,,3,^,,766,,7,,20,,Observations: Reported,,,,,,,,31.593,130.657
282080,Aira,17047,Confirmed Eruption,East flank (Nabe-yama),4,,,764,,1,,0,,Observations: Reported,,,,,,,,31.593,130.657
282060,Kikai,16988,Confirmed Eruption,Iwo-dake,3,,?,750,,0,,0,,Correlation: Tephrochronology,,,,,,,,30.793,130.305
282043,Kuchinoshima,16950,Confirmed Eruption,,,,,750,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,29.968,129.926
284040,Miyakejima,18254,Confirmed Eruption,NE flank,3,,,750,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,34.094,139.526
282090,Kirishimayama,17099,Confirmed Eruption,Ohachi,3,,,742,,12,,28,,Observations: Reported,,,,,,,,31.934,130.862
282070,Ata,17024,Confirmed Eruption,Kaimon,4,,?,720,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
283030,Fujisan,17431,Confirmed Eruption,"NW flank (Kori-ike, Hakudairyuo)",2,,,720,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
282080,Aira,17046,Confirmed Eruption,,3,^,,716,,0,,0,,Observations: Reported,,718,,0,,0,,31.593,130.657
284010,Izu-Oshima,18170,Confirmed Eruption,"Summit, N & S flanks",3,,?,713,,0,,0,,Sidereal: Varve Count,,,,,,,,34.724,139.394
283220,Chokaisan,18009,Confirmed Eruption,,,,,711,3,0,,0,,Observations: Reported,,,,,,,,39.099,140.049
282080,Aira,13772,Confirmed Eruption,,3,^,,708,,0,,0,,Observations: Reported,,,,,,,,31.593,130.657
283050,Hakusan,17468,Confirmed Eruption,,,,,706,,9,?,0,,Observations: Reported,,,,,,,,36.155,136.771
284010,Izu-Oshima,18169,Confirmed Eruption,,3,,?,700,,0,,0,,Sidereal: Varve Count,,,,,,,,34.724,139.394
285080,Kussharo,18724,Confirmed Eruption,Atosanupuri,,,?,700,,0,,0,,Correlation: Tephrochronology,,,,,,,,43.615,144.427
282090,Kirishimayama,17098,Confirmed Eruption,Ohachi,,,?,700,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.934,130.862
283070,Yakedake,17493,Confirmed Eruption,,2,,,686,,0,,0,,Observations: Reported,,,,,,,,36.227,137.587
283110,Asamayama,17677,Confirmed Eruption,Volcano Uncertain,3,,,685,,4,,0,,,,,,,,,,36.406,138.523
284010,Izu-Oshima,18168,Confirmed Eruption,,,,?,684,,11,,29,,Observations: Reported,,,,,,,,34.724,139.394
284010,Izu-Oshima,18167,Confirmed Eruption,,4,,?,680,,0,,0,,Observations: Reported,,681,,3,>,26,,34.724,139.394
282070,Ata,17023,Confirmed Eruption,Kaimon,4,+,?,660,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
284010,Izu-Oshima,18166,Confirmed Eruption,,3,,?,654,,0,,0,,Observations: Reported,,,,,,,,34.724,139.394
283002,Sanbesan,17372,Confirmed Eruption,,,,,650,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,35.141,132.622
283070,Yakedake,17492,Confirmed Eruption,,1,,?,630,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.227,137.587
284010,Izu-Oshima,18165,Confirmed Eruption,,3,,?,625,,0,,0,,Sidereal: Varve Count,,,,,,,,34.724,139.394
282070,Ata,17022,Confirmed Eruption,Kaimon,4,,?,600,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
282050,Kuchinoerabujima,16958,Confirmed Eruption,Shindake,,,,600,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,30.443,130.217
285070,Akan,18680,Confirmed Eruption,Akan-Fuji,,,,600,300,0,,0,,Correlation: Tephrochronology,,,,,,,,43.384,144.013
285050,Tokachidake,18639,Confirmed Eruption,,,,,600,300,0,,0,,Correlation: Tephrochronology,,,,,,,,43.418,142.686
283180,Azumayama,17923,Confirmed Eruption,,,,,600,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.735,140.244
284010,Izu-Oshima,18164,Confirmed Eruption,,3,,?,600,,0,,0,,Sidereal: Varve Count,,,,,,,,34.724,139.394
284010,Izu-Oshima,18163,Confirmed Eruption,,3,,?,580,,0,,0,,Sidereal: Varve Count,,,,,,,,34.724,139.394
283260,Akita-Yakeyama,18076,Confirmed Eruption,,,,?,570,,0,,0,,Correlation: Tephrochronology,,,,,,,,39.964,140.757
283122,Harunasan,17815,Confirmed Eruption,Futatsu-dake,5,,,550,10,6,,1,30,Correlation: Anthropology,,,,,,,,36.477,138.851
285082,Rausudake,18717,Confirmed Eruption,,4,,,550,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,44.076,145.122
282070,Ata,17021,Confirmed Eruption,Kaimon,2,,?,550,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
283030,Fujisan,17430,Confirmed Eruption,South flank (Takabachi),3,,?,530,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
283122,Harunasan,17814,Confirmed Eruption,Futatsu-dake,4,+,,520,10,6,,1,30,Correlation: Anthropology,,,,,,,,36.477,138.851
283030,Fujisan,17429,Confirmed Eruption,"SE flank (Makuiwa, Nishi-Futatsuzuka)",2,,,520,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
283050,Hakusan,17467,Confirmed Eruption,,,,,500,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.155,136.771
284040,Miyakejima,17590,Confirmed Eruption,Daihannya-yama,3,,,500,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,34.094,139.526
283030,Fujisan,17428,Confirmed Eruption,SE flank (Kita-Kansu-yama),3,?,,470,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
283122,Harunasan,17813,Confirmed Eruption,Futatsu-dake,3,,,450,50,0,,0,,Correlation: Tephrochronology,,,,,,,,36.477,138.851
283280,Hakkodasan,18133,Confirmed Eruption,O-dake,1,,?,450,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.659,140.877
285080,Kussharo,18723,Confirmed Eruption,Atosanupuri,,,?,450,,0,,0,,Correlation: Tephrochronology,,,,,,,,43.615,144.427
282110,Asosan,17195,Confirmed Eruption,Naka-dake,3,,,440,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,32.884,131.104
283230,Akita-Komagatake,18047,Confirmed Eruption,Me-dake,,,,400,500,0,,0,,Correlation: Tephrochronology,,,,,,,,39.761,140.799
283030,Fujisan,17427,Confirmed Eruption,SE flank (Akatsuka),2,,?,400,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
282060,Kikai,16987,Confirmed Eruption,Iwo-dake,3,,,390,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,30.793,130.305
283030,Fujisan,17426,Confirmed Eruption,SSE flank (Obuchi Craters),,,,370,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
282120,Kujusan,17361,Confirmed Eruption,Kuro-dake,3,,,370,40,0,,0,,Isotopic: 14C (calibrated),,,,,,,,33.086,131.249
283110,Asamayama,17676,Confirmed Eruption,,4,,,350,10,11,,15,15,Correlation: Anthropology,,,,,,,,36.406,138.523
283030,Fujisan,17425,Confirmed Eruption,SE flank (Kurotsuka),3,,,350,300,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
285081,Mashu,18713,Confirmed Eruption,Kamuinupuri,2,,,350,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.572,144.561
285050,Tokachidake,18638,Confirmed Eruption,,,,,350,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.418,142.686
284010,Izu-Oshima,18162,Confirmed Eruption,Summit and east flank,4,,,340,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,34.724,139.394
283150,Nasudake,17876,Confirmed Eruption,Chausu-dake,2,,,330,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.125,139.963
284040,Miyakejima,17589,Confirmed Eruption,Sabigahama,3,?,,320,500,0,,0,,Correlation: Tephrochronology,,,,,,,,34.094,139.526
283190,Zaozan [Zaosan],17948,Confirmed Eruption,Goshiki-dake area,4,,,300,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,38.144,140.44
283030,Fujisan,17424,Confirmed Eruption,NW flank (Oniwa-Okuniwa),1,,?,300,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
282070,Ata,17020,Confirmed Eruption,Kaimon,3,,?,270,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
284040,Miyakejima,17588,Confirmed Eruption,,4,,,260,500,0,,0,,Correlation: Tephrochronology,,,,,,,,34.094,139.526
284010,Izu-Oshima,18161,Confirmed Eruption,,3,,,250,100,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
283030,Fujisan,17423,Confirmed Eruption,NW flank (Kita-Koriike),2,,?,250,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
283150,Nasudake,17875,Confirmed Eruption,Chausu-dake,3,,,250,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.125,139.963
285070,Akan,18679,Confirmed Eruption,Akan-Fuji,,,?,250,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.384,144.013
285010,Oshima-Oshima,18554,Confirmed Eruption,Nishi-yama,,,,250,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.51,139.367
283030,Fujisan,17422,Confirmed Eruption,SE flank,,,,240,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
283030,Fujisan,17421,Confirmed Eruption,NE flank (Hinokimarubi lava flow),2,,?,220,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
283050,Hakusan,17466,Confirmed Eruption,,,,?,200,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.155,136.771
283030,Fujisan,17420,Confirmed Eruption,NW flank (Sajiki-yama),2,,?,200,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
285034,Kuttara,18587,Confirmed Eruption,,,,,200,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,42.491,141.16
282070,Ata,17019,Confirmed Eruption,Kaimon,4,,?,150,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
285081,Mashu,18712,Confirmed Eruption,Kamuinupuri,4,,,150,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.572,144.561
284010,Izu-Oshima,18160,Confirmed Eruption,,3,,,150,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,34.724,139.394
283240,Iwatesan,17571,Confirmed Eruption,Higashi-Iwate,,,?,150,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,39.853,141.001
282070,Ata,17018,Confirmed Eruption,Kaimon,4,,?,130,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
283030,Fujisan,17419,Confirmed Eruption,NW flank (Ohira-yama),2,,?,100,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
285070,Akan,18678,Confirmed Eruption,Akan-Fuji,,,,100,100,0,,0,,Correlation: Tephrochronology,,,,,,,,43.384,144.013
285082,Rausudake,18716,Confirmed Eruption,SW flank (Tencho-zan),3,,,80,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,44.076,145.122
283030,Fujisan,17418,Confirmed Eruption,NW flank (Futatsuzuka),2,,?,50,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
283120,Kusatsu-Shiranesan,17821,Confirmed Eruption,Yu-gama,2,,?,50,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.618,138.528
282070,Ata,17017,Confirmed Eruption,Kaimon,3,,?,30,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
285050,Tokachidake,18637,Confirmed Eruption,,,,,1,50,,,,,Isotopic: 14C (calibrated),,,,,,,,43.418,142.686
285070,Akan,18677,Confirmed Eruption,Akan-Fuji,4,P,?,-50,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.384,144.013
285040,Shikotsu,18607,Confirmed Eruption,Tarumai,3,,?,-50,,0,,0,,Correlation: Tephrochronology,,,,,,,,42.688,141.38
283020,Hakoneyama,17385,Confirmed Eruption,NE of Kamiyama,,,?,-50,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.233,139.021
283060,Norikuradake,17486,Confirmed Eruption,,3,,?,-50,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.106,137.554
283230,Akita-Komagatake,18046,Confirmed Eruption,,2,,,-50,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.761,140.799
283280,Hakkodasan,18132,Confirmed Eruption,O-dake,1,,?,-50,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.659,140.877
283170,Adatarayama,17908,Confirmed Eruption,Numanotaira,,,,-50,900,0,,0,,Correlation: Tephrochronology,,,,,,,,37.647,140.281
284040,Miyakejima,17587,Confirmed Eruption,Taira-yama,3,,,-50,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,34.094,139.526
282070,Ata,17016,Confirmed Eruption,Kaimon,4,,?,-80,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
284030,Kozushima,18252,Confirmed Eruption,NW tip of island (Kobe-yama),,,,-100,950,0,,0,,Chem/Bio: Hydration Rind,,,,,,,,34.219,139.153
282120,Kujusan,17360,Confirmed Eruption,Komekubo crater,4,,,-100,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,33.086,131.249
283030,Fujisan,17417,Confirmed Eruption,South flank,,,,-100,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
285040,Shikotsu,18606,Confirmed Eruption,Eniwa volcano (east side of summit),2,,,-100,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,42.688,141.38
284010,Izu-Oshima,18159,Confirmed Eruption,,3,,?,-150,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
284050,Hachijojima,18295,Confirmed Eruption,Nishi-yama,,,,-150,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,33.137,139.766
283180,Azumayama,17922,Confirmed Eruption,Issaikyo,,,,-150,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.735,140.244
283030,Fujisan,17416,Confirmed Eruption,,,,,-190,100,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
282130,Yufu-Tsurumi,17366,Confirmed Eruption,Yufu-dake summit and N flank (Ikeshiro),4,,,-200,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,33.282,131.39
283050,Hakusan,17465,Confirmed Eruption,Kengamine,4,,?,-200,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.155,136.771
283230,Akita-Komagatake,18045,Confirmed Eruption,"Minami-dake, Ko-dake",,,,-200,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.761,140.799
283150,Nasudake,17874,Confirmed Eruption,Chausu-dake,2,?,?,-250,,0,,0,,Correlation: Tephrochronology,,,,,,,,37.125,139.963
285082,Rausudake,18715,Confirmed Eruption,,,,,-270,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,44.076,145.122
282070,Ata,17015,Confirmed Eruption,Kaimon,4,,?,-270,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
282060,Kikai,16985,Confirmed Eruption,Iwo-dake,,,,-280,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,30.793,130.305
285070,Akan,18676,Confirmed Eruption,Akan-Fuji,,,,-300,100,0,,0,,Correlation: Tephrochronology,,,,,,,,43.384,144.013
283070,Yakedake,17491,Confirmed Eruption,,4,,?,-350,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.227,137.587
283230,Akita-Komagatake,18044,Confirmed Eruption,,3,,,-350,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.761,140.799
283240,Iwatesan,17570,Confirmed Eruption,Higashi-Iwate,,,?,-350,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,39.853,141.001
284050,Hachijojima,18294,Confirmed Eruption,NW flank of Higashi-yama,3,,,-350,500,0,,0,,Correlation: Tephrochronology,,,,,,,,33.137,139.766
282091,Fukue,17089,Confirmed Eruption,Hino-take,,,?,-400,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,32.657,128.849
283070,Yakedake,17490,Confirmed Eruption,,,,?,-400,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.227,137.587
283031,Yokodake,17387,Confirmed Eruption,Yoko-dake,,,>,-400,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.087,138.32
283140,Nikko-Shiranesan,17855,Confirmed Eruption,,,,?,-400,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.799,139.376
285011,Esan,18549,Confirmed Eruption,,,,,-440,46,0,,0,,Isotopic: 14C (calibrated),,,,,,,,41.805,141.166
283240,Iwatesan,17569,Confirmed Eruption,Nishi-Iwate (O-jigokudani area),,,?,-450,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.853,141.001
283220,Chokaisan,18005,Confirmed Eruption,,,,?,-450,,0,,0,,Correlation: Tephrochronology,,,,,,,,39.099,140.049
283030,Fujisan,17415,Confirmed Eruption,,,,,-520,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,35.361,138.728
283160,Bandaisan,17893,Confirmed Eruption,Numanotaira,,,?,-550,,0,,0,,Correlation: Tephrochronology,,,,,,,,37.601,140.072
283120,Kusatsu-Shiranesan,17820,Confirmed Eruption,Yu-gama,3,,?,-550,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.618,138.528
283270,Iwakisan,18103,Confirmed Eruption,Torinoumi lava dome,,,,-550,500,0,,0,,Correlation: Tephrochronology,,,,,,,,40.656,140.303
285040,Shikotsu,18605,Confirmed Eruption,Tarumai,5,,?,-550,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,42.688,141.38
285070,Akan,18675,Confirmed Eruption,Akan-Fuji,,,?,-550,,0,,0,,Correlation: Tephrochronology,,,,,,,,43.384,144.013
285060,Taisetsuzan,18667,Confirmed Eruption,Asahi-dake,,,,-550,500,0,,0,,Correlation: Tephrochronology,,,,,,,,43.664,142.854
283170,Adatarayama,17907,Confirmed Eruption,Numanotaira,3,,,-590,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.647,140.281
284060,Aogashima,18305,Confirmed Eruption,SE flank (Kintagaura),4,,,-600,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,32.458,139.759
284010,Izu-Oshima,18158,Confirmed Eruption,,3,,,-600,500,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
284040,Miyakejima,17586,Confirmed Eruption,,3,,,-600,500,0,,0,,Correlation: Tephrochronology,,,,,,,,34.094,139.526
282110,Asosan,17194,Confirmed Eruption,,,,,-630,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,32.884,131.104
282080,Aira,16986,Confirmed Eruption,Minami-dake,,,?,-650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,31.593,130.657
282070,Ata,17014,Confirmed Eruption,Kaimon,4,,?,-650,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
283220,Chokaisan,18004,Confirmed Eruption,Higashi-Chokai,,,?,-650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,39.099,140.049
282070,Ata,17013,Confirmed Eruption,Kaimon,2,,?,-700,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
283150,Nasudake,17873,Confirmed Eruption,Chausu-dake,3,,,-700,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.125,139.963
283090,Niigata-Yakeyama,17534,Confirmed Eruption,,3,,,-700,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.921,138.036
283010,Izu-Tobu,17377,Confirmed Eruption,"Iwano-yama, Iyuzan, and other vents",3,,?,-750,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.9,139.098
283100,Myokosan,17668,Confirmed Eruption,,,,,-750,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.891,138.114
283271,Towada,18098,Confirmed Eruption,Nakanoumi,4,+,?,-750,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.51,140.88
284030,Kozushima,18251,Confirmed Eruption,"N tip of island (Anano-yama, Hanatabe)",,,,-750,700,0,,0,,Chem/Bio: Hydration Rind,,,,,,,,34.219,139.153
283030,Fujisan,17414,Confirmed Eruption,,,,,-780,500,0,,0,,Isotopic: 14C (calibrated),,,,,,,,35.361,138.728
283200,Naruko,17993,Confirmed Eruption,,,,<,-800,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,38.729,140.734
285070,Akan,18674,Confirmed Eruption,Me-Akan (Ponmachineshiri),,,,-800,250,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.384,144.013
285010,Oshima-Oshima,18553,Confirmed Eruption,Nishi-yama,,,,-800,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,41.51,139.367
284120,Ioto,18402,Confirmed Eruption,Motoyama,,,,-850,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,24.751,141.289
283070,Yakedake,17489,Confirmed Eruption,,,,?,-850,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.227,137.587
282043,Kuchinoshima,16949,Confirmed Eruption,,,,?,-900,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,29.968,129.926
283080,Midagahara,17527,Confirmed Eruption,Jigoku-dani,,,?,-900,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.571,137.59
284010,Izu-Oshima,18157,Confirmed Eruption,SE flank,2,,,-900,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,34.724,139.394
283030,Fujisan,17413,Confirmed Eruption,Upper SE flank,5,,>,-930,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
284040,Miyakejima,17585,Confirmed Eruption,"Hatchodaira caldera, S flank (Furumio maar)",4,+,,-950,200,0,,0,,Correlation: Tephrochronology,,,,,,,,34.094,139.526
283180,Azumayama,17921,Confirmed Eruption,Issaikyo,,,,-950,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.735,140.244
282120,Kujusan,17359,Confirmed Eruption,Komekubo crater,4,,,-990,940,0,,0,,Isotopic: 14C (calibrated),,,,,,,,33.086,131.249
283030,Fujisan,17412,Confirmed Eruption,,,,,-1010,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,35.361,138.728
283030,Fujisan,17411,Confirmed Eruption,NW flank (Omuro-yama),4,+,?,-1030,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
283020,Hakoneyama,17384,Confirmed Eruption,NE of Kamiyama,,,?,-1050,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.233,139.021
283220,Chokaisan,18003,Confirmed Eruption,West flank (Saruana crater),0,,?,-1050,,0,,0,,Correlation: Tephrochronology,,,,,,,,39.099,140.049
283270,Iwakisan,18102,Confirmed Eruption,Summit and central lava dome,,,?,-1050,,0,,0,,Correlation: Tephrochronology,,,,,,,,40.656,140.303
284010,Izu-Oshima,18156,Confirmed Eruption,,,,,-1050,200,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
